ASOT-0044	doi:10.1007/bf00669760	"31] Schwebel, S. (1970) International Journal of Theoretical Physics, 3, 315-330."	"31] Schwebel, S. (1970) International Journal of Theoretical Physics, 3, 315-330."	https://doi.org/10.1007/BF00669760
ASOT-0045	doi:10.1007/bf00713636	"21] Majernik, V. (1982) Astrophysics and Space Science, 84, 191-204."	"21] Majernik, V. (1982) Astrophysics and Space Science, 84, 191-204."	https://doi.org/10.1007/BF00713636
ASOT-0046	doi:10.1007/bf01645742	"ics,  Commun. Math. Phys. 31, 161 (1973). doi:10.1007/BF01645742"	"ics,  Commun. Math. Phys. 31, 161 (1973). doi:10.1007/BF01645742"	https://doi.org/10.1007/BF01645742
ASOT-0047	doi:10.1007/bf02412838	"r dimensioni, Ann. Mat. Pura Appl. (4) 36 (1954), 191 213, doi:10.1007/BF02412838."	"r dimensioni, Ann. Mat. Pura Appl. (4) 36 (1954), 191 213, doi:10.1007/BF02412838."	https://doi.org/10.1007/BF02412838
ASOT-0048	doi:10.1007/bf02705207	"traversable wormholes , Pramana 63 (2004), 859-864 doi:10.1007/BF02705207"	"traversable wormholes , Pramana 63 (2004), 859-864 doi:10.1007/BF02705207"	https://doi.org/10.1007/BF02705207
ASOT-0049	doi:10.1007/bf02726749	"15] Imaeda, K. (1976) Il Nuovo Cimento B, 32, 138-162."	"15] Imaeda, K. (1976) Il Nuovo Cimento B, 32, 138-162."	https://doi.org/10.1007/BF02726749
ASOT-0050	doi:10.1007/bf02799188	"Singh, A. (1981) Lettere Al Nuovo Cimento, 32, 231-234."	"Singh, A. (1981) Lettere Al Nuovo Cimento, 32, 231-234."	https://doi.org/10.1007/BF02799188
ASOT-0051	doi:10.1007/bf03041944	"14] Majernik, V. (1999) Advances in Applied Clifford Algebras, 9, 119-130."	"14] Majernik, V. (1999) Advances in Applied Clifford Algebras, 9, 119-130."	https://doi.org/10.1007/BF03041944
ASOT-0052	doi:10.1007/jhep01	"Phys. 01 (2014) 048, (2014)048, arXiv:1309.5569."	"Phys. 01 (2014) 048, (2014)048, arXiv:1309.5569."	https://doi.org/10.1007/JHEP01
ASOT-0053	doi:10.1007/jhep01(2014)048	"Phys. 01 (2014) 048, (2014)048, arXiv:1309.5569."	"Phys. 01 (2014) 048, (2014)048, arXiv:1309.5569."	https://doi.org/10.1007/JHEP01
ASOT-0053	doi:10.1007/jhep01(2014)048	"Phys. 01 (2014) 048, (2014)048, arXiv:1309.5569."	"Phys. 01 (2014) 048, (2014)048, arXiv:1309.5569."	https://doi.org/10.1007/JHEP01(2014)048
ASOT-0054	doi:10.1007/jhep01(2025)025	2025)025	2025)025	https://doi.org/10.1007/JHEP01
ASOT-0054	doi:10.1007/jhep01(2025)025	2025)025	2025)025	https://doi.org/10.1007/JHEP01(2025)025
ASOT-0055	doi:10.1007/jhep02(2013)062	"Firewalls?,  JHEP 1302, 062 (2013) doi:10.1007/JHEP02(2013)062 [arXiv:1207.3123"	"Firewalls?,  JHEP 1302, 062 (2013) doi:10.1007/JHEP02(2013)062 [arXiv:1207.3123"	https://doi.org/10.1007/JHEP02(2013)062
ASOT-0056	doi:10.1007/jhep03(2014)051	"doi:10.1007/JHEP03(2014)051 [arXiv:1312.7856 [hep-th]]."	"doi:10.1007/JHEP03(2014)051 [arXiv:1312.7856 [hep-th]]."	https://doi.org/10.1007/JHEP03(2014)051
ASOT-0057	doi:10.1007/jhep03(2014)118	"formation in AdS/CFT,  JHEP 1403, 118 (2014) doi:10.1007/JHEP03(2014)118"	"formation in AdS/CFT,  JHEP 1403, 118 (2014) doi:10.1007/JHEP03(2014)118"	https://doi.org/10.1007/JHEP03(2014)118
ASOT-0058	doi:10.1007/jhep03(2015)075	"doi:10.1007/JHEP03(2015)075 [arXiv:1407.7816 [hep-th]]."	"doi:10.1007/JHEP03(2015)075 [arXiv:1407.7816 [hep-th]]."	https://doi.org/10.1007/JHEP03(2015)075
ASOT-0059	doi:10.1007/jhep04(2014)195	"doi:10.1007/JHEP04(2014)195 [arXiv:1308.3716 [hep-th]]."	"doi:10.1007/JHEP04(2014)195 [arXiv:1308.3716 [hep-th]]."	https://doi.org/10.1007/JHEP04(2014)195
ASOT-0060	doi:10.1007/jhep04(2015)163	"rection in AdS/CFT,  JHEP 1504, 163 (2015) doi:10.1007/JHEP04(2015)163"	"rection in AdS/CFT,  JHEP 1504, 163 (2015) doi:10.1007/JHEP04(2015)163"	https://doi.org/10.1007/JHEP04(2015)163
ASOT-0061	doi:10.1007/jhep04(2017)039	"doi:10.1007/JHEP04(2017)039, arXiv:1611.01664."	"doi:10.1007/JHEP04(2017)039, arXiv:1611.01664."	https://doi.org/10.1007/JHEP04(2017)039
ASOT-0062	doi:10.1007/jhep04(2025)034	"doi:10.1007/JHEP04(2025)034, arXiv:2410.22405."	"doi:10.1007/JHEP04(2025)034, arXiv:2410.22405."	https://doi.org/10.1007/JHEP04(2025)034
ASOT-0063	doi:10.1007/jhep05(2011)036	"entanglement entropy,  JHEP 1105, 036 (2011) doi:10.1007/JHEP05(2011)036"	"entanglement entropy,  JHEP 1105, 036 (2011) doi:10.1007/JHEP05(2011)036"	https://doi.org/10.1007/JHEP05(2011)036
ASOT-0064	doi:10.1007/jhep05(2014)053	"doi:10.1007/JHEP05(2014)053 [arXiv:1403.3426 [hep-th]]."	"doi:10.1007/JHEP05(2014)053 [arXiv:1403.3426 [hep-th]]."	https://doi.org/10.1007/JHEP05(2014)053
ASOT-0065	doi:10.1007/jhep05(2021)038	"Apostolatos, T. A., Cutler, C., Sussman, G. J., & Thorne, JHEP, 05, 038, doi: 10.1007/JHEP05(2021)038"	"Apostolatos, T. A., Cutler, C., Sussman, G. J., & Thorne, JHEP, 05, 038, doi: 10.1007/JHEP05(2021)038"	https://doi.org/10.1007/JHEP05(2021)038
ASOT-0066	doi:10.1007/jhep06	"Phys. 06 (2010) 043, (2010)043, arXiv:1002.2581."	"Phys. 06 (2010) 043, (2010)043, arXiv:1002.2581."	https://doi.org/10.1007/JHEP06
ASOT-0067	doi:10.1007/jhep06(2010)043	"Phys. 06 (2010) 043, (2010)043, arXiv:1002.2581."	"Phys. 06 (2010) 043, (2010)043, arXiv:1002.2581."	https://doi.org/10.1007/JHEP06
ASOT-0067	doi:10.1007/jhep06(2010)043	"Phys. 06 (2010) 043, (2010)043, arXiv:1002.2581."	"Phys. 06 (2010) 043, (2010)043, arXiv:1002.2581."	https://doi.org/10.1007/JHEP06(2010)043
ASOT-0068	doi:10.1007/jhep06(2012)114	"114 (2012) doi:10.1007/JHEP06(2012)114 [arXiv:1204.1698 [hep-th]]."	"114 (2012) doi:10.1007/JHEP06(2012)114 [arXiv:1204.1698 [hep-th]]."	https://doi.org/10.1007/JHEP06(2012)114
ASOT-0069	doi:10.1007/jhep06(2015)067	"doi:10.1007/JHEP06(2015)067 [arXiv:1412.3514 [hep-th]]."	"doi:10.1007/JHEP06(2015)067 [arXiv:1412.3514 [hep-th]]."	https://doi.org/10.1007/JHEP06(2015)067
ASOT-0070	doi:10.1007/jhep06(2022)082	"2022)082, arXiv:2201.07859."	"2022)082, arXiv:2201.07859."	https://doi.org/10.1007/JHEP06
ASOT-0070	doi:10.1007/jhep06(2022)082	"2022)082, arXiv:2201.07859."	"2022)082, arXiv:2201.07859."	https://doi.org/10.1007/JHEP06(2022)082
ASOT-0071	doi:10.1007/jhep07(2011)018	"J. High Energy Phys. 07 (2011) 018, (2011)018,"	"J. High Energy Phys. 07 (2011) 018, (2011)018,"	https://doi.org/10.1007/JHEP07
ASOT-0071	doi:10.1007/jhep07(2011)018	"J. High Energy Phys. 07 (2011) 018, (2011)018,"	"J. High Energy Phys. 07 (2011) 018, (2011)018,"	https://doi.org/10.1007/JHEP07(2011)018
ASOT-0072	doi:10.1007/jhep07(2014	"Stelzer, P. Torrielli, M. Zaro, The automated computation of tree-level and next-toleading order di erential cross sections, and their matching to parton shower simulations, J. High Energy Phys. 07 (2014) 079, (2014"	"Stelzer, P. Torrielli, M. Zaro, The automated computation of tree-level and next-toleading order di erential cross sections, and their matching to parton shower simulations, J. High Energy Phys. 07 (2014) 079, (2014"	https://doi.org/10.1007/JHEP07
ASOT-0072	doi:10.1007/jhep07(2014	"Stelzer, P. Torrielli, M. Zaro, The automated computation of tree-level and next-toleading order di erential cross sections, and their matching to parton shower simulations, J. High Energy Phys. 07 (2014) 079, (2014"	"Stelzer, P. Torrielli, M. Zaro, The automated computation of tree-level and next-toleading order di erential cross sections, and their matching to parton shower simulations, J. High Energy Phys. 07 (2014) 079, (2014"	https://doi.org/10.1007/JHEP07(2014
ASOT-0073	doi:10.1007/jhep07(2023)074	"doi:10.1007/JHEP07(2023)074, arXiv:2211.15257."	"doi:10.1007/JHEP07(2023)074, arXiv:2211.15257."	https://doi.org/10.1007/JHEP07(2023)074
ASOT-0074	doi:10.1007/jhep07(2025)118	"doi:10.1007/JHEP07(2025)118, arXiv:2504.08507."	"doi:10.1007/JHEP07(2025)118, arXiv:2504.08507."	https://doi.org/10.1007/JHEP07(2025)118
ASOT-0075	doi:10.1007/jhep08(2011)086	"s = 0.9 and 7 TeV , JHEP 08 (2011) 086, doi:10.1007/JHEP08(2011)086,"	"s = 0.9 and 7 TeV , JHEP 08 (2011) 086, doi:10.1007/JHEP08(2011)086,"	https://doi.org/10.1007/JHEP08(2011)086
ASOT-0076	doi:10.1007/jhep08(2013)060	"phy,  JHEP 1308, 060 (2013) doi:10.1007/JHEP08(2013)060 [arXiv:1305.3182 [hep"	"phy,  JHEP 1308, 060 (2013) doi:10.1007/JHEP08(2013)060 [arXiv:1305.3182 [hep"	https://doi.org/10.1007/JHEP08(2013)060
ASOT-0077	doi:10.1007/jhep08(2018)011	"J. High Energy Phys. 08 (2018) 011, (2018)011,"	"J. High Energy Phys. 08 (2018) 011, (2018)011,"	https://doi.org/10.1007/JHEP08
ASOT-0077	doi:10.1007/jhep08(2018)011	"J. High Energy Phys. 08 (2018) 011, (2018)011,"	"J. High Energy Phys. 08 (2018) 011, (2018)011,"	https://doi.org/10.1007/JHEP08(2018)011
ASOT-0078	doi:10.1007/jhep09(2013)018	"Firewalls,  JHEP 1309, 018 (2013) doi:10.1007/JHEP09(2013)018 [arXiv:1304.6483"	"Firewalls,  JHEP 1309, 018 (2013) doi:10.1007/JHEP09(2013)018 [arXiv:1304.6483"	https://doi.org/10.1007/JHEP09(2013)018
ASOT-0079	doi:10.1007/jhep09(2013)050	"states , JHEP 09 (2013), 050 doi:10.1007/JHEP09(2013)050 [arXiv:1306.2076 [gr-qc]]."	"states , JHEP 09 (2013), 050 doi:10.1007/JHEP09(2013)050 [arXiv:1306.2076 [gr-qc]]."	https://doi.org/10.1007/JHEP09(2013)050
ASOT-0080	doi:10.1007/jhep09(2013)109	"beyond classical gravity,  JHEP 1309, 109 (2013) doi:10.1007/JHEP09(2013)109"	"beyond classical gravity,  JHEP 1309, 109 (2013) doi:10.1007/JHEP09(2013)109"	https://doi.org/10.1007/JHEP09(2013)109
ASOT-0081	doi:10.1007/jhep09(2015)050	"doi:10.1007/JHEP09(2015)050, arXiv:1504.04337."	"doi:10.1007/JHEP09(2015)050, arXiv:1504.04337."	https://doi.org/10.1007/JHEP09(2015)050
ASOT-0082	doi:10.1007/jhep09(2015)175	doi:10.1007/JHEP09(2015)175].	doi:10.1007/JHEP09(2015)175].	https://doi.org/10.1007/JHEP09(2015)175
ASOT-0083	doi:10.1007/jhep09(2021)087	"doi:10.1007/JHEP09(2021)087, arXiv:2105.09350."	"doi:10.1007/JHEP09(2021)087, arXiv:2105.09350."	https://doi.org/10.1007/JHEP09(2021)087
ASOT-0084	doi:10.1007/jhep10(2013)212	"212 (2013) doi:10.1007/JHEP10(2013)212 [arXiv:1211.6767 [hep-th]]."	"212 (2013) doi:10.1007/JHEP10(2013)212 [arXiv:1211.6767 [hep-th]]."	https://doi.org/10.1007/JHEP10(2013)212
ASOT-0085	doi:10.1007/jhep10(2014)019	"quenching , JHEP 10 (2014) 019, doi:10.1007/JHEP10(2014)019,"	"quenching , JHEP 10 (2014) 019, doi:10.1007/JHEP10(2014)019,"	https://doi.org/10.1007/JHEP10(2014)019
ASOT-0086	doi:10.1007/jhep10(2018)138	"sNN = 5.44 TeV , JHEP 10 (2018) 138, doi:10.1007/JHEP10(2018)138,"	"sNN = 5.44 TeV , JHEP 10 (2018) 138, doi:10.1007/JHEP10(2018)138,"	https://doi.org/10.1007/JHEP10(2018)138
ASOT-0087	doi:10.1007/jhep10(2021)038	"10 (2021) 038, doi:10.1007/JHEP10(2021)038, arXiv:2103.14676."	"10 (2021) 038, doi:10.1007/JHEP10(2021)038, arXiv:2103.14676."	https://doi.org/10.1007/JHEP10(2021)038
ASOT-0088	doi:10.1007/jhep10(2025)079	2025)079	2025)079	https://doi.org/10.1007/JHEP10
ASOT-0088	doi:10.1007/jhep10(2025)079	2025)079	2025)079	https://doi.org/10.1007/JHEP10(2025)079
ASOT-0089	doi:10.1007/jhep11(2013)074	"entanglement entropy,  JHEP 1311, 074 (2013) doi:10.1007/JHEP11(2013)074"	"entanglement entropy,  JHEP 1311, 074 (2013) doi:10.1007/JHEP11(2013)074"	https://doi.org/10.1007/JHEP11(2013)074
ASOT-0090	doi:10.1007/jhep11(2018)013	"doi:10.1007/JHEP11(2018)013, arXiv:1802.09145."	"doi:10.1007/JHEP11(2018)013, arXiv:1802.09145."	https://doi.org/10.1007/JHEP11(2018)013
ASOT-0091	doi:10.1007/jhep12(2012)061	"12 (2012) 061, (2012)061, arXiv:1209.6215."	"12 (2012) 061, (2012)061, arXiv:1209.6215."	https://doi.org/10.1007/JHEP12
ASOT-0091	doi:10.1007/jhep12(2012)061	"12 (2012) 061, (2012)061, arXiv:1209.6215."	"12 (2012) 061, (2012)061, arXiv:1209.6215."	https://doi.org/10.1007/JHEP12(2012)061
ASOT-0092	doi:10.1007/jhep12(2014)162	"doi:10.1007/JHEP12(2014)162 [arXiv:1408.6300 [hep-th]]."	"doi:10.1007/JHEP12(2014)162 [arXiv:1408.6300 [hep-th]]."	https://doi.org/10.1007/JHEP12(2014)162
ASOT-0093	doi:10.1007/s00006-006-0014-7	https://doi.org/10.1007/s00006-006-0014-7	https://doi.org/10.1007/s00006-006-0014-7	https://doi.org/10.1007/s00006-006-0014-7
ASOT-0094	doi:10.1007/s00006-010-0214-z	"Hitzer & Perwass (2010) Interactive 3D space group visualization with CLUCalc"	"Hitzer & Perwass (2010) Interactive 3D space group visualization with CLUCalc"	https://doi.org/10.1007/S00006-010-0214-Z
ASOT-0094	doi:10.1007/s00006-010-0214-z	"Hitzer & Perwass (2010) Interactive 3D space group visualization with CLUCalc"	"Hitzer & Perwass (2010) Interactive 3D space group visualization with CLUCalc"	https://link.springer.com/content/pdf/10.1007/s00006-010-0214-z.pdf
ASOT-0095	doi:10.1007/s00006-013-0404-6	"Hitzer & Ichikawa (2013) Crystallographic subperiodic groups in Clifford GA"	"Hitzer & Ichikawa (2013) Crystallographic subperiodic groups in Clifford GA"	https://doi.org/10.1007/S00006-013-0404-6
ASOT-0095	doi:10.1007/s00006-013-0404-6	"Hitzer & Ichikawa (2013) Crystallographic subperiodic groups in Clifford GA"	"Hitzer & Ichikawa (2013) Crystallographic subperiodic groups in Clifford GA"	https://link.springer.com/content/pdf/10.1007/s00006-013-0404-6.pdf
ASOT-0096	doi:10.1007/s00159-013-0059-2	"21, 59, doi: 10.1007/s00159-013-0059-2"	"21, 59, doi: 10.1007/s00159-013-0059-2"	https://doi.org/10.1007/s00159-013-0059-2
ASOT-0096	doi:10.1007/s00159-013-0059-2	"21, 59, doi: 10.1007/s00159-013-0059-2"	"21, 59, doi: 10.1007/s00159-013-0059-2"	https://doi.org/10.1103/PhysRevD.86.084003
ASOT-0097	doi:10.1007/s00220-012-1638-1	"Math. Phys. 321, 629 (2013) doi:10.1007/s00220-012-1638-1 [arXiv:1201.0463 [gr"	"Math. Phys. 321, 629 (2013) doi:10.1007/s00220-012-1638-1 [arXiv:1201.0463 [gr"	https://doi.org/10.1007/s00220-012-1638-1
ASOT-0098	doi:10.1007/s00222-010-0261-z	"doi:10.1007/s00222-010-0261-z.  25"	"doi:10.1007/s00222-010-0261-z.  25"	https://doi.org/10.1007/s00222-010-0261-z
ASOT-0099	doi:10.1007/s00521-015-2150-2	https://doi.org/10.1007/s00521-015-2150-2	https://doi.org/10.1007/s00521-015-2150-2	https://doi.org/10.1007/s00521-015-2150-2
ASOT-0100	doi:10.1007/s100520100886	"doi:10.1007/s100520100886, arXiv:nucl-ex/0108006."	"doi:10.1007/s100520100886, arXiv:nucl-ex/0108006."	https://doi.org/10.1007/s100520100886
ASOT-0101	doi:10.1007/s10509-012-0992-y	"33] Hajdukovic, D.S. (2013) Astrophysics and Space Science, 339, 1-5."	"33] Hajdukovic, D.S. (2013) Astrophysics and Space Science, 339, 1-5."	https://doi.org/10.1007/s10509-012-0992-y
ASOT-0102	doi:10.1007/s10714-008-0661-1	"Republished as: Gen. Rel. Grav. 40 (2008), 1997-2027 doi:10.1007/s10714-008-0661-1"	"Republished as: Gen. Rel. Grav. 40 (2008), 1997-2027 doi:10.1007/s10714-008-0661-1"	https://doi.org/10.1007/s10714-008-0661-1
ASOT-0103	doi:10.1007/s10714-021-02799-y	"doi:10.1007/s10714-021-02799-y [arXiv:2102.05119 [gr-qc]]."	"doi:10.1007/s10714-021-02799-y [arXiv:2102.05119 [gr-qc]]."	https://doi.org/10.1007/s10714-021-02799-y
ASOT-0104	doi:10.1007/s10714-021-02831-1	"Gravitation, 53, 59, doi: 10.1007/s10714-021-02831-1 Milwaulkee"	"Gravitation, 53, 59, doi: 10.1007/s10714-021-02831-1 Milwaulkee"	https://doi.org/10.1007/s10714-021-02831-1
ASOT-0105	doi:10.1007/s10773-010-0314-5	https://doi.org/10.1007/s10773-010-0314-5	https://doi.org/10.1007/s10773-010-0314-5	https://doi.org/10.1007/s10773-010-0314-5
ASOT-0106	doi:10.1007/s10773-011-0999-0	https://doi.org/10.1007/s10773-011-0999-0	https://doi.org/10.1007/s10773-011-0999-0	https://doi.org/10.1007/s10773-011-0999-0
ASOT-0107	doi:10.1007/s10836016-5590-4	"Testing, 32(3), 345-356."	"Testing, 32(3), 345-356."	https://doi.org/10.1007/s10836016-5590-4
ASOT-0108	doi:10.1007/s10958-007-0042-4	tags/f1	tags/f1	https://doi.org/10.1007/S10958-007-0042-4
ASOT-0109	doi:10.1007/s10958-009-9316-3	"Ludkovsky (2009) Two-sided Laplace transformation over Cayley-Dickson algebras"	"Ludkovsky (2009) Two-sided Laplace transformation over Cayley-Dickson algebras"	https://doi.org/10.1007/S10958-009-9316-3
ASOT-0109	doi:10.1007/s10958-009-9316-3	"Ludkovsky (2009) Two-sided Laplace transformation over Cayley-Dickson algebras"	"Ludkovsky (2009) Two-sided Laplace transformation over Cayley-Dickson algebras"	https://link.springer.com/content/pdf/10.1007/s10958-009-9316-3.pdf
ASOT-0111	doi:10.1007/s10958-023-06285-5	tags/m4	tags/m4	https://doi.org/10.1007/s10958-023-06285-5
ASOT-0111	doi:10.1007/s10958-023-06285-5	tags/m4	tags/m4	https://link.springer.com/content/pdf/10.1007/s10958-023-06285-5.pdf
ASOT-0112	doi:10.1007/s10958-023-06444-8	tags/m2	tags/m2	https://doi.org/10.1007/s10958-023-06444-8
ASOT-0113	doi:10.1007/s11214-009-9537-2	"13] Sch fer, G. (2009) Space Science Review, 148, 37-52."	"13] Sch fer, G. (2009) Space Science Review, 148, 37-52."	https://doi.org/10.1007/s11214-009-9537-2
ASOT-0114	doi:10.1007/s11214-017-0450-9	"doi: 10.1007/s11214-017-0450-9"	"doi: 10.1007/s11214-017-0450-9"	https://doi.org/10.1007/s11214-017-0450-9
ASOT-0115	doi:10.1007/s12043-007-0110-9	"2007), 49 doi:10.1007/s12043-007-0110-9 [arXiv:gr-qc/0611123 [gr-qc]]."	"2007), 49 doi:10.1007/s12043-007-0110-9 [arXiv:gr-qc/0611123 [gr-qc]]."	https://doi.org/10.1007/s12043-007-0110-9
ASOT-0117	doi:10.1007/s41114-019-0020-4	"doi: 10.1007/s41114-019-0020-4"	"doi: 10.1007/s41114-019-0020-4"	https://doi.org/10.1007/s41114-019-0020-4
ASOT-0118	doi:10.1007/s41781-024-001214	"63] CMS Collaboration, The CMS statistical analysis and combination tool: combine, Comput. Softw. Big Sci. (2024), arXiv:2404.06614, in press."	"63] CMS Collaboration, The CMS statistical analysis and combination tool: combine, Comput. Softw. Big Sci. (2024), arXiv:2404.06614, in press."	https://doi.org/10.1007/s41781-024-001214
ASOT-0121	doi:10.1016/0041-5553(64)90137-5	"Phys. 4, 5 (1964), 1   17. (64)90137-5"	"Phys. 4, 5 (1964), 1   17. (64)90137-5"	https://doi.org/10.1016/0041-5553
ASOT-0121	doi:10.1016/0041-5553(64)90137-5	"Phys. 4, 5 (1964), 1   17. (64)90137-5"	"Phys. 4, 5 (1964), 1   17. (64)90137-5"	https://doi.org/10.1016/0041-5553(64)90137-5
ASOT-0122	doi:10.1016/0096-3003(88)90133-6	88)90133-6	88)90133-6	https://doi.org/10.1016/0096-3003
ASOT-0122	doi:10.1016/0096-3003(88)90133-6	88)90133-6	88)90133-6	https://doi.org/10.1016/0096-3003(88)90133-6
ASOT-0123	doi:10.1016/0166-218x(82)90033-6	"Signed graphs"	@article{Zaslavsky1982SignedGraphs}	https://doi.org/10.1016/0166-218X(82)90033-6
ASOT-0124	doi:10.1016/0167-6423(94)00005-0	"Mark P. Jones. 1994.  A theory of quali ed types.  Science of Computer Programming, 22, 3, 231 256. doi: 10.1016/0167-6423(94)00005-0."	"Mark P. Jones. 1994.  A theory of quali ed types.  Science of Computer Programming, 22, 3, 231 256. doi: 10.1016/0167-6423(94)00005-0."	https://doi.org/10.1016/0167-6423(94)00005-0
ASOT-0125	doi:10.1016/0304-3975(87)90045-4	"Jean-Yves Girard. 1987.  Linear logic.  Theoretical Computer Science, 50, 1, 1 101. doi: 10.1016/0304-3975(87)90045-4."	"Jean-Yves Girard. 1987.  Linear logic.  Theoretical Computer Science, 50, 1, 1 101. doi: 10.1016/0304-3975(87)90045-4."	https://doi.org/10.1016/0304-3975(87)90045-4
ASOT-0126	doi:10.1016/0370-1573(80)90105-2	"Rept. 61 (1980) 71, doi:10.1016/0370-1573(80)90105-2."	"Rept. 61 (1980) 71, doi:10.1016/0370-1573(80)90105-2."	https://doi.org/10.1016/0370-1573(80)90105-2
ASOT-0128	doi:10.1016/0370-2693(90)91409-5	"432, doi:10.1016/0370-2693(90)91409-5."	"432, doi:10.1016/0370-2693(90)91409-5."	https://doi.org/10.1016/0370-2693(90)91409-5
ASOT-0129	doi:10.1016/0370-2693(95)00303-3	"Lett. B 349 (1995), 443-447 doi:10.1016/0370-2693(95)00303-3 [arXiv:gr-qc/9409043"	"Lett. B 349 (1995), 443-447 doi:10.1016/0370-2693(95)00303-3 [arXiv:gr-qc/9409043"	https://doi.org/10.1016/0370-2693(95)00303-3
