artifact_id	artifact_key	title	origin	url	http_code	is_pdf	status	note
ASOT-0034	doi:10.1103/physrevd.23.287	**Bekenstein, J. D.** (1981). *Universal upper bound on the entropy-to-energy ratio for bounded systems*. Phys. Rev. D 23, 287-298. DOI: 10.1103/PhysRevD.23.287.	openalex_primary_landing	https://doi.org/10.1103/physrevd.23.287	403	0	http_403	
ASOT-0034	doi:10.1103/physrevd.23.287	**Bekenstein, J. D.** (1981). *Universal upper bound on the entropy-to-energy ratio for bounded systems*. Phys. Rev. D 23, 287-298. DOI: 10.1103/PhysRevD.23.287.	crossref_resource_primary	https://link.aps.org/doi/10.1103/PhysRevD.23.287	403	0	http_403	
ASOT-0034	doi:10.1103/physrevd.23.287	**Bekenstein, J. D.** (1981). *Universal upper bound on the entropy-to-energy ratio for bounded systems*. Phys. Rev. D 23, 287-298. DOI: 10.1103/PhysRevD.23.287.	crossref_link	http://link.aps.org/article/10.1103/PhysRevD.23.287	403	0	http_403	
ASOT-0034	doi:10.1103/physrevd.23.287	**Bekenstein, J. D.** (1981). *Universal upper bound on the entropy-to-energy ratio for bounded systems*. Phys. Rev. D 23, 287-298. DOI: 10.1103/PhysRevD.23.287.	crossref_link	http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevD.23.287/fulltext	200	1	pdf_ok	
ASOT-0035	doi:10.1103/physreve.66.056108	**Laskin, N.** (2002). *Fractional Schrodinger equation*. Physical Review E, 66, 056108. DOI: 10.1103/PhysRevE.66.056108.	existing	https://doi.org/10.1103/PhysRevE.66.056108	403	0	http_403	
ASOT-0035	doi:10.1103/physreve.66.056108	**Laskin, N.** (2002). *Fractional Schrodinger equation*. Physical Review E, 66, 056108. DOI: 10.1103/PhysRevE.66.056108.	openalex_best_pdf	https://arxiv.org/pdf/quant-ph/0206098	200	1	pdf_ok	
ASOT-0035	doi:10.1103/physreve.66.056108	**Laskin, N.** (2002). *Fractional Schrodinger equation*. Physical Review E, 66, 056108. DOI: 10.1103/PhysRevE.66.056108.	openalex_best_landing	http://arxiv.org/abs/quant-ph/0206098	200	0	ok_nonpdf	
ASOT-0035	doi:10.1103/physreve.66.056108	**Laskin, N.** (2002). *Fractional Schrodinger equation*. Physical Review E, 66, 056108. DOI: 10.1103/PhysRevE.66.056108.	openalex_primary_landing	https://doi.org/10.1103/physreve.66.056108	403	0	http_403	
ASOT-0035	doi:10.1103/physreve.66.056108	**Laskin, N.** (2002). *Fractional Schrodinger equation*. Physical Review E, 66, 056108. DOI: 10.1103/PhysRevE.66.056108.	openalex_location_landing	https://pubmed.ncbi.nlm.nih.gov/12513557	200	0	ok_nonpdf	
ASOT-0035	doi:10.1103/physreve.66.056108	**Laskin, N.** (2002). *Fractional Schrodinger equation*. Physical Review E, 66, 056108. DOI: 10.1103/PhysRevE.66.056108.	crossref_resource_primary	https://link.aps.org/doi/10.1103/PhysRevE.66.056108	403	0	http_403	
ASOT-0035	doi:10.1103/physreve.66.056108	**Laskin, N.** (2002). *Fractional Schrodinger equation*. Physical Review E, 66, 056108. DOI: 10.1103/PhysRevE.66.056108.	crossref_link	http://link.aps.org/article/10.1103/PhysRevE.66.056108	403	0	http_403	
ASOT-0035	doi:10.1103/physreve.66.056108	**Laskin, N.** (2002). *Fractional Schrodinger equation*. Physical Review E, 66, 056108. DOI: 10.1103/PhysRevE.66.056108.	crossref_link	http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevE.66.056108/fulltext	200	1	pdf_ok	
ASOT-0036	doi:10.1103/physrevlett.43.744	Parisi, G. & Sourlas, N.** (1979). *Random Magnetic Fields, Supersymmetry, and Negative Dimensions*. Physical Review Letters 43, 744. [APS]().	existing	https://doi.org/10.1103/PhysRevLett.43.744	403	0	http_403	
ASOT-0036	doi:10.1103/physrevlett.43.744	Parisi, G. & Sourlas, N.** (1979). *Random Magnetic Fields, Supersymmetry, and Negative Dimensions*. Physical Review Letters 43, 744. [APS]().	existing	https://doi.org/10.1103/physrevlett.43.744	403	0	http_403	
ASOT-0036	doi:10.1103/physrevlett.43.744	Parisi, G. & Sourlas, N.** (1979). *Random Magnetic Fields, Supersymmetry, and Negative Dimensions*. Physical Review Letters 43, 744. [APS]().	crossref_resource_primary	https://link.aps.org/doi/10.1103/PhysRevLett.43.744	403	0	http_403	
ASOT-0036	doi:10.1103/physrevlett.43.744	Parisi, G. & Sourlas, N.** (1979). *Random Magnetic Fields, Supersymmetry, and Negative Dimensions*. Physical Review Letters 43, 744. [APS]().	crossref_link	http://link.aps.org/article/10.1103/PhysRevLett.43.744	403	0	http_403	
ASOT-0036	doi:10.1103/physrevlett.43.744	Parisi, G. & Sourlas, N.** (1979). *Random Magnetic Fields, Supersymmetry, and Negative Dimensions*. Physical Review Letters 43, 744. [APS]().	crossref_link	http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.43.744/fulltext	200	1	pdf_ok	
ASOT-0037	doi:10.1103/physrevlett.49.405	**Thouless, D. J., Kohmoto, M., Nightingale, M. P., & den Nijs, M.** (TKNN) (1982). *Quantized Hall Conductance in a Two-Dimensional Periodic Potential*. Phys. Rev. Lett. 49, 405. DOI: 10.1103/PhysRevLett.49.405.	existing	https://doi.org/10.1103/PhysRevLett.49.405	403	0	http_403	
ASOT-0037	doi:10.1103/physrevlett.49.405	**Thouless, D. J., Kohmoto, M., Nightingale, M. P., & den Nijs, M.** (TKNN) (1982). *Quantized Hall Conductance in a Two-Dimensional Periodic Potential*. Phys. Rev. Lett. 49, 405. DOI: 10.1103/PhysRevLett.49.405.	openalex_best_pdf	http://link.aps.org/pdf/10.1103/PhysRevLett.49.405	403	0	http_403	
ASOT-0037	doi:10.1103/physrevlett.49.405	**Thouless, D. J., Kohmoto, M., Nightingale, M. P., & den Nijs, M.** (TKNN) (1982). *Quantized Hall Conductance in a Two-Dimensional Periodic Potential*. Phys. Rev. Lett. 49, 405. DOI: 10.1103/PhysRevLett.49.405.	openalex_best_landing	https://doi.org/10.1103/physrevlett.49.405	403	0	http_403	
ASOT-0037	doi:10.1103/physrevlett.49.405	**Thouless, D. J., Kohmoto, M., Nightingale, M. P., & den Nijs, M.** (TKNN) (1982). *Quantized Hall Conductance in a Two-Dimensional Periodic Potential*. Phys. Rev. Lett. 49, 405. DOI: 10.1103/PhysRevLett.49.405.	crossref_resource_primary	https://link.aps.org/doi/10.1103/PhysRevLett.49.405	403	0	http_403	
ASOT-0037	doi:10.1103/physrevlett.49.405	**Thouless, D. J., Kohmoto, M., Nightingale, M. P., & den Nijs, M.** (TKNN) (1982). *Quantized Hall Conductance in a Two-Dimensional Periodic Potential*. Phys. Rev. Lett. 49, 405. DOI: 10.1103/PhysRevLett.49.405.	crossref_link	http://link.aps.org/article/10.1103/PhysRevLett.49.405	403	0	http_403	
ASOT-0037	doi:10.1103/physrevlett.49.405	**Thouless, D. J., Kohmoto, M., Nightingale, M. P., & den Nijs, M.** (TKNN) (1982). *Quantized Hall Conductance in a Two-Dimensional Periodic Potential*. Phys. Rev. Lett. 49, 405. DOI: 10.1103/PhysRevLett.49.405.	crossref_link	http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.49.405/fulltext	200	1	pdf_ok	
ASOT-0038	doi:10.1103/physrevlett.69.2863	**White, S. R.** (1992). *Density matrix formulation for quantum renormalization groups*. Phys. Rev. Lett. 69, 2863. DOI: 10.1103/PhysRevLett.69.2863.	existing	https://doi.org/10.1103/PhysRevLett.69.2863	403	0	http_403	
ASOT-0038	doi:10.1103/physrevlett.69.2863	**White, S. R.** (1992). *Density matrix formulation for quantum renormalization groups*. Phys. Rev. Lett. 69, 2863. DOI: 10.1103/PhysRevLett.69.2863.	openalex_primary_landing	https://doi.org/10.1103/physrevlett.69.2863	403	0	http_403	
ASOT-0038	doi:10.1103/physrevlett.69.2863	**White, S. R.** (1992). *Density matrix formulation for quantum renormalization groups*. Phys. Rev. Lett. 69, 2863. DOI: 10.1103/PhysRevLett.69.2863.	openalex_location_landing	https://pubmed.ncbi.nlm.nih.gov/10046608	200	0	ok_nonpdf	
ASOT-0038	doi:10.1103/physrevlett.69.2863	**White, S. R.** (1992). *Density matrix formulation for quantum renormalization groups*. Phys. Rev. Lett. 69, 2863. DOI: 10.1103/PhysRevLett.69.2863.	crossref_resource_primary	https://link.aps.org/doi/10.1103/PhysRevLett.69.2863	403	0	http_403	
ASOT-0038	doi:10.1103/physrevlett.69.2863	**White, S. R.** (1992). *Density matrix formulation for quantum renormalization groups*. Phys. Rev. Lett. 69, 2863. DOI: 10.1103/PhysRevLett.69.2863.	crossref_link	http://link.aps.org/article/10.1103/PhysRevLett.69.2863	403	0	http_403	
ASOT-0038	doi:10.1103/physrevlett.69.2863	**White, S. R.** (1992). *Density matrix formulation for quantum renormalization groups*. Phys. Rev. Lett. 69, 2863. DOI: 10.1103/PhysRevLett.69.2863.	crossref_link	http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.69.2863/fulltext	200	1	pdf_ok	
ASOT-0039	doi:10.1103/physrevlett.71.3697	**Hatsugai, Y.** (1993). *Chern number and edge states in the integer quantum Hall effect*. Phys. Rev. Lett. 71, 3697. DOI: 10.1103/PhysRevLett.71.3697.	existing	https://doi.org/10.1103/PhysRevLett.71.3697	403	0	http_403	
ASOT-0039	doi:10.1103/physrevlett.71.3697	**Hatsugai, Y.** (1993). *Chern number and edge states in the integer quantum Hall effect*. Phys. Rev. Lett. 71, 3697. DOI: 10.1103/PhysRevLett.71.3697.	openalex_primary_landing	https://doi.org/10.1103/physrevlett.71.3697	403	0	http_403	
ASOT-0039	doi:10.1103/physrevlett.71.3697	**Hatsugai, Y.** (1993). *Chern number and edge states in the integer quantum Hall effect*. Phys. Rev. Lett. 71, 3697. DOI: 10.1103/PhysRevLett.71.3697.	openalex_location_landing	https://pubmed.ncbi.nlm.nih.gov/10055049	200	0	ok_nonpdf	
ASOT-0039	doi:10.1103/physrevlett.71.3697	**Hatsugai, Y.** (1993). *Chern number and edge states in the integer quantum Hall effect*. Phys. Rev. Lett. 71, 3697. DOI: 10.1103/PhysRevLett.71.3697.	crossref_resource_primary	https://link.aps.org/doi/10.1103/PhysRevLett.71.3697	403	0	http_403	
ASOT-0039	doi:10.1103/physrevlett.71.3697	**Hatsugai, Y.** (1993). *Chern number and edge states in the integer quantum Hall effect*. Phys. Rev. Lett. 71, 3697. DOI: 10.1103/PhysRevLett.71.3697.	crossref_link	http://link.aps.org/article/10.1103/PhysRevLett.71.3697	403	0	http_403	
ASOT-0039	doi:10.1103/physrevlett.71.3697	**Hatsugai, Y.** (1993). *Chern number and edge states in the integer quantum Hall effect*. Phys. Rev. Lett. 71, 3697. DOI: 10.1103/PhysRevLett.71.3697.	crossref_link	http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.71.3697/fulltext	200	1	pdf_ok	
ASOT-0040	doi:10.1103/physrevlett.78.5	**Lamoreaux, S. K.** (1997). *Demonstration of the Casimir Force in the 0.6 to 6 um Range*. Phys. Rev. Lett. 78, 5-8. DOI: 10.1103/PhysRevLett.78.5.	existing	https://doi.org/10.1103/PhysRevLett.78.5	403	0	http_403	
ASOT-0040	doi:10.1103/physrevlett.78.5	**Lamoreaux, S. K.** (1997). *Demonstration of the Casimir Force in the 0.6 to 6 um Range*. Phys. Rev. Lett. 78, 5-8. DOI: 10.1103/PhysRevLett.78.5.	openalex_primary_landing	https://doi.org/10.1103/physrevlett.78.5	403	0	http_403	
ASOT-0040	doi:10.1103/physrevlett.78.5	**Lamoreaux, S. K.** (1997). *Demonstration of the Casimir Force in the 0.6 to 6 um Range*. Phys. Rev. Lett. 78, 5-8. DOI: 10.1103/PhysRevLett.78.5.	crossref_resource_primary	https://link.aps.org/doi/10.1103/PhysRevLett.78.5	403	0	http_403	
ASOT-0040	doi:10.1103/physrevlett.78.5	**Lamoreaux, S. K.** (1997). *Demonstration of the Casimir Force in the 0.6 to 6 um Range*. Phys. Rev. Lett. 78, 5-8. DOI: 10.1103/PhysRevLett.78.5.	crossref_link	http://link.aps.org/article/10.1103/PhysRevLett.78.5	403	0	http_403	
ASOT-0040	doi:10.1103/physrevlett.78.5	**Lamoreaux, S. K.** (1997). *Demonstration of the Casimir Force in the 0.6 to 6 um Range*. Phys. Rev. Lett. 78, 5-8. DOI: 10.1103/PhysRevLett.78.5.	crossref_link	http://harvest.aps.org/v2/journals/articles/10.1103/PhysRevLett.78.5/fulltext	200	1	pdf_ok	
ASOT-0045	doi:10.1143/jpsj.74.1674	**Fukui, T., Hatsugai, Y., & Suzuki, H.** (2005). *Chern Numbers in Discretized Brillouin Zone: Efficient Method of Computing (Spin) Hall Conductances*. J. Phys. Soc. Jpn. 74, 1674-1677. DOI: 10.1143/JPSJ.74.1674.	existing	https://doi.org/10.1143/JPSJ.74.1674	403	0	http_403	
ASOT-0045	doi:10.1143/jpsj.74.1674	**Fukui, T., Hatsugai, Y., & Suzuki, H.** (2005). *Chern Numbers in Discretized Brillouin Zone: Efficient Method of Computing (Spin) Hall Conductances*. J. Phys. Soc. Jpn. 74, 1674-1677. DOI: 10.1143/JPSJ.74.1674.	openalex_best_pdf	https://arxiv.org/pdf/cond-mat/0503172	200	1	pdf_ok	
ASOT-0045	doi:10.1143/jpsj.74.1674	**Fukui, T., Hatsugai, Y., & Suzuki, H.** (2005). *Chern Numbers in Discretized Brillouin Zone: Efficient Method of Computing (Spin) Hall Conductances*. J. Phys. Soc. Jpn. 74, 1674-1677. DOI: 10.1143/JPSJ.74.1674.	openalex_best_landing	http://arxiv.org/abs/cond-mat/0503172	200	0	ok_nonpdf	
ASOT-0045	doi:10.1143/jpsj.74.1674	**Fukui, T., Hatsugai, Y., & Suzuki, H.** (2005). *Chern Numbers in Discretized Brillouin Zone: Efficient Method of Computing (Spin) Hall Conductances*. J. Phys. Soc. Jpn. 74, 1674-1677. DOI: 10.1143/JPSJ.74.1674.	openalex_primary_landing	https://doi.org/10.1143/jpsj.74.1674	403	0	http_403	
ASOT-0045	doi:10.1143/jpsj.74.1674	**Fukui, T., Hatsugai, Y., & Suzuki, H.** (2005). *Chern Numbers in Discretized Brillouin Zone: Efficient Method of Computing (Spin) Hall Conductances*. J. Phys. Soc. Jpn. 74, 1674-1677. DOI: 10.1143/JPSJ.74.1674.	crossref_resource_primary	https://journals.jps.jp/doi/10.1143/JPSJ.74.1674	403	0	http_403	
ASOT-0045	doi:10.1143/jpsj.74.1674	**Fukui, T., Hatsugai, Y., & Suzuki, H.** (2005). *Chern Numbers in Discretized Brillouin Zone: Efficient Method of Computing (Spin) Hall Conductances*. J. Phys. Soc. Jpn. 74, 1674-1677. DOI: 10.1143/JPSJ.74.1674.	crossref_link	https://journals.jps.jp/doi/pdf/10.1143/JPSJ.74.1674	403	0	http_403	
ASOT-0047	doi:10.1177/2156587216668109	Effects of Singing Bowl Sound Meditation on Mood, Tension, and Well-being	existing	https://doi.org/10.1177/2156587216668109	403	0	http_403	
ASOT-0047	doi:10.1177/2156587216668109	Effects of Singing Bowl Sound Meditation on Mood, Tension, and Well-being	openalex_best_pdf	https://journals.sagepub.com/doi/pdf/10.1177/2156587216668109	403	0	http_403	
ASOT-0047	doi:10.1177/2156587216668109	Effects of Singing Bowl Sound Meditation on Mood, Tension, and Well-being	openalex_location_landing	https://pubmed.ncbi.nlm.nih.gov/27694559	200	0	ok_nonpdf	
ASOT-0047	doi:10.1177/2156587216668109	Effects of Singing Bowl Sound Meditation on Mood, Tension, and Well-being	openalex_location_landing	https://doaj.org/article/bf90469a705d4041ab700d2ae0dc9501	200	0	ok_nonpdf	
ASOT-0047	doi:10.1177/2156587216668109	Effects of Singing Bowl Sound Meditation on Mood, Tension, and Well-being	openalex_location_landing	http://doi.org/10.1177/2156587216668109	403	0	http_403	
