index,value
380,6.230055720777e+01
381,9.792302142550e+01
382,1.223951354762e+01
383,4.584850106253e+01
384,4.941588209221e+01
385,1.667972138238e+01
386,5.315802109973e+01
387,6.059772585481e+01
388,1.573445388185e+01
389,1.547238990089e+01
390,8.563487156338e+01
391,3.113874366700e+01
392,6.303333870786e+01
393,6.267730756752e+01
394,8.391708755826e+01
395,7.398946312315e+01
396,8.405764334383e+01
397,6.252147896507e+01
398,4.494571605140e+01
399,3.935665213131e+01
400,3.790297666614e+01
401,4.183930979092e+01
402,1.293092521538e+01
403,4.239583710032e+01
404,3.894449072026e+01
405,3.457166331823e+00
406,2.751307553263e+01
407,7.519069747402e+01
408,5.779455714096e+01
409,8.061674967560e+01
410,5.426880443808e+01
411,8.540837654753e+01
412,7.960670996017e+01
413,9.828457014225e+00
414,9.770063680160e+01
415,1.474744690133e+00
416,5.968380379296e+01
417,7.925115093168e+01
418,3.318941398509e+01
419,5.985697922972e+01
420,3.621225308474e+01
421,6.061497500750e+00
422,8.461519089331e-01
423,9.486203011119e+00
424,9.840959412005e+00
425,6.108897773937e+01
426,5.258652309625e+01
427,4.554633001731e+01
428,6.919214756024e+01
429,1.682613701245e+00
430,2.709834814157e+01
431,7.773927312876e+01
432,9.099771065171e+01
433,4.383365962376e+01
434,8.148398013847e+00
435,7.987287392285e+01
436,8.851704332727e+01
437,4.136602706937e+01
438,2.433552539203e+01
439,4.397166822295e+00
440,5.910828218949e+01
441,9.098694905625e+01
442,6.778880255203e+01
443,3.172485978947e+01
444,6.428883242900e+01
445,8.320684074480e+01
446,4.758300593495e+01
447,8.197484899978e+01
448,3.919096766664e+01
449,3.485056785958e+01
450,5.829886258786e+01
451,4.646864176945e+01
452,9.771119204611e+01
453,5.163894235282e+01
454,3.851720289160e+01
455,3.949335431285e+01
456,5.479399506131e+01
457,3.549120380082e+01
458,7.229066019649e+01
459,3.806629277016e+01
460,3.841443865252e+01
461,6.169732493768e+01
462,6.084687269601e+00
463,6.553549181151e+01
464,5.049722171587e+01
465,4.530261142866e+01
466,7.192529907080e+01
467,7.582557820049e+01
468,8.462608634125e+01
469,3.748031208174e+01
470,3.270376922534e+01
471,7.143421014945e+01
472,5.818048591404e+01
473,6.318015463518e+01
474,5.555229071058e+01
475,7.726930232039e+01
476,1.900408884922e+01
477,5.557121327414e+01
478,1.581017889436e+01
479,4.072519392910e+01
480,6.639938234161e+01
481,4.930716083142e+01
482,3.795915366722e+01
483,8.849700014156e+01
484,7.728257144975e+01
485,5.262907850004e+01
486,9.500531556755e+01
487,4.243652894350e+01
488,7.880729275881e+01
489,1.679362398014e+01
490,2.857924771106e+01
491,3.380855813340e+01
492,1.058207527045e+01
493,5.018048150761e+01
494,1.922601341265e+01
495,6.341858894497e+01
496,1.900923595730e+01
497,1.235062573393e+01
498,9.690867275989e+01
499,6.582403058111e+01
500,9.364509147085e+01
501,4.898877919932e+01
502,3.340246306337e+00
503,5.743711704314e+01
504,5.583288868357e+01
505,1.497560593659e+00
506,8.612420444018e+01
507,6.199706806164e+01
508,7.446911693761e+01
509,4.939211061575e+01
510,6.184024379083e+01
511,2.574698932285e+01
512,9.737577677686e+01
513,4.007200075477e+01
514,1.623266213376e+01
515,5.591541837463e+00
516,6.361719330854e+01
517,9.833798511765e+01
518,8.957944968463e+01
519,7.021045674864e+01
520,9.905979289929e+01
521,7.228282620421e+01
522,3.392511234014e+01
523,6.012181330602e+01
524,7.976664248556e+00
525,2.216824902225e+01
526,4.175402359285e+01
527,2.018184935630e+01
528,9.535010148282e+01
529,9.955975267446e+01
530,3.709359201217e+01
531,7.092289860772e+01
532,4.077707306632e+01
533,1.395092043862e+01
534,3.369268477021e+01
535,2.333716987157e+01
536,3.280782204074e+01
537,2.150216883977e+01
538,1.123451190582e+01
539,2.174284293624e+01
540,9.057570318298e+01
541,8.522167577653e+00
542,3.247566437552e+01
543,5.284498945026e+01
544,3.545126561784e+01
545,5.176070950189e+01
546,4.342006023435e+00
547,6.485696333644e+01
548,5.634788015561e+01
549,6.809662658547e+01
550,5.672578158272e+01
551,4.379035824257e+01
552,3.501415422941e+01
553,2.264351900998e+01
554,5.000677268066e+01
555,2.605245237751e+00
556,3.282408280993e+01
557,6.778722935645e+01
558,1.087170396864e+01
559,6.289124231953e+00
560,6.521786052914e+01
561,3.977747211424e+01
562,8.018250365494e+01
563,9.373113039713e+01
564,9.570404537326e+01
565,4.255928538942e+01
566,2.643272242750e+01
567,6.086137387425e+01
568,6.281929259282e+01
569,6.223449360759e+01
570,3.217786137189e+01
571,6.375173641730e+00
572,2.100048388256e+01
573,1.544194280222e+01
574,1.239003457833e+01
575,9.262833210716e+01
576,1.384764597397e+00
577,6.018577392363e+01
578,9.474737957401e+01
579,3.600531274941e+01
580,5.270980891725e+01
581,6.957836634752e+01
582,3.171696946582e+01
583,4.776519877072e+01
584,8.171028503328e+01
585,7.453556652803e+01
586,8.084494114928e+01
587,9.873401636277e+01
588,3.703274749362e+01
589,7.470912629358e+01
590,6.027845671020e+01
591,6.666047672212e+01
592,7.398739048329e+01
593,7.497313169463e+01
594,8.857451492948e+01
595,3.493216752361e+01
596,6.534813561119e+01
597,2.802904315969e+01
598,5.945687051170e+01
599,7.511751401719e+01
600,7.910010861616e+01
601,4.201245029891e+01
602,5.087202232014e+01
603,3.338498511702e+01
604,1.690363465396e+01
605,2.605174051925e+01
606,9.121370048998e+01
607,3.089695424093e+01
608,9.747593335456e+01
609,2.414780852154e+01
610,7.230710874810e+01
611,5.739032935718e+01
612,6.968700495248e+01
613,6.439579466092e+01
614,7.067485835976e+01
615,9.055470484355e+01
616,5.634694960625e+01
617,6.784878290400e+00
618,2.708254344469e+01
619,7.082189804088e+01
620,4.940746279757e+01
621,5.485519826197e+01
622,5.965804553803e+01
623,3.826292729846e+01
624,7.738955250879e+01
625,7.235348838965e+01
626,7.142994121931e+01
627,7.153101740349e+01
628,8.903580016542e+01
629,5.953927794433e+01
630,9.670721994970e+01
631,1.191926843906e+01
632,6.319589765939e+01
633,7.169265459358e+01
634,4.772204109544e+01
635,2.882083864569e+01
636,5.500374527111e+01
637,3.647476802907e+01
638,9.091240710678e+01
639,3.567924125333e+01
640,1.757069927021e+01
641,5.763891401655e+01
642,3.959925913804e+01
643,9.589814480084e+00
644,5.648423509979e+01
645,5.378464111657e+01
646,1.731970866332e+01
647,5.976381689598e+01
648,5.673589738575e+01
649,7.736126230416e+01
650,3.615699298426e+01
651,2.487595236636e+01
652,9.512198869708e+01
653,5.612175227828e+01
654,2.713995888418e+00
655,8.207116841117e+01
656,1.967580609189e+01
657,7.860363176458e+01
658,7.051624271560e+01
659,9.688137242632e+01
660,9.655793015945e+01
661,2.744106246558e+01
662,7.664495812234e+01
663,3.168550857799e+01
664,6.291979388296e+01
665,5.977460849546e+01
666,5.454351562116e+00
667,5.181749835358e-01
668,5.776401459481e+00
669,1.279420475317e+01
670,2.576524913478e+01
671,9.069552232426e+01
672,5.186326753467e+01
673,7.968917388408e+01
674,8.383117521072e+01
675,7.349430985905e+01
676,3.913851244206e+01
677,8.638593938410e+01
678,7.420497533209e+01
679,7.431514434051e+01
680,9.015743271656e+01
681,5.986634724577e+01
682,5.285744299622e+01
683,8.901625575971e+01
684,4.544617281642e+01
685,8.115706960288e+01
686,5.384636044481e+00
687,1.289944456322e-01
688,5.282924896044e+01
689,7.361189381638e+00
690,9.765430134531e+01
691,5.501174039799e-01
692,7.181496364986e+01
693,2.433846957862e+01
694,9.675520052721e+01
695,3.815416506279e+01
696,2.728342626387e+00
697,2.693576540878e+00
698,5.533733717247e+01
699,9.867119790313e+01
700,9.797735350457e+01
701,3.372729722893e+01
702,4.827036491889e+01
703,1.004558057978e+01
704,5.221768559917e+01
705,5.997015990483e+01
706,2.510616656113e+01
707,6.121144359152e+01
708,8.996927516963e+01
709,9.553334234805e-02
710,2.289337743079e+01
711,2.099195633239e+01
712,1.238862030338e+01
713,1.661012127371e+01
714,6.259125453654e+01
715,1.026943901506e+01
716,7.385316090207e+01
717,8.870225905584e+01
718,9.265877241784e+01
719,6.601758143197e+01
720,1.973964106336e+01
721,8.529657553991e+00
722,2.320249538070e+01
723,9.619571857850e+01
724,9.623452017507e+01
725,3.819188839183e+01
726,3.257915410976e+01
727,5.100105822591e+01
728,2.916880914674e+01
729,9.796624516556e+01
730,2.212213900246e+01
731,3.691426821828e+01
732,4.293708757002e+01
733,1.250640230812e+01
734,3.828248267701e+01
735,8.567307201020e+01
736,1.403610014568e+01
737,5.840219508262e+01
738,4.066371380600e+01
739,1.705367261175e+01
740,1.233616444921e+00
741,2.733433034899e+01
742,6.182896069800e+00
743,3.767684712967e+01
744,8.102098556993e+01
745,7.196852608776e+01
746,9.473837117018e+01
747,4.270154173371e+01
748,7.078013985919e+01
749,6.653417221020e+01
750,2.170463031583e+01
751,3.035825052327e+01
752,5.298295333978e+01
753,7.966573190059e+01
754,4.618127344629e+01
755,2.277415361755e+01
756,9.934656902804e+01
757,1.155788063537e+01
758,9.558889074913e+01
759,8.090462884305e+01
760,8.388935193079e+01
761,7.949175830915e+01
762,2.081709413046e+01
763,6.325823773952e+01
764,7.567498124509e+01
765,7.456857921017e+01
766,2.715653705441e+01
767,1.811193877637e+01
768,3.281229839145e+01
769,4.798444803774e+01
770,5.737807470637e+01
771,8.369503623192e+01
772,7.690342277046e+01
773,6.761505256665e+01
774,2.634892929428e+01
775,4.788804989349e+01
776,3.354358741280e+01
777,2.349281795505e+01
778,1.024536038348e+00
779,3.394619705707e+01
780,2.561162677146e+01
781,5.719023269668e+01
782,6.230177028371e+00
783,2.705195967102e+01
784,4.476948998842e+00
785,6.414179045134e+01
786,5.681895585686e+01
787,3.374800230745e+01
788,1.473346004355e+01
789,9.579198327687e+01
790,5.843924473886e+01
791,6.791133665721e+01
792,5.313487532695e+01
793,8.065332476462e+01
794,8.963800495481e+01
795,3.827105435976e+01
796,6.900253122306e+01
797,2.298874845464e+01
798,6.518550471620e+01
799,3.991556299766e+01
800,6.781599401305e-01
801,9.555278684226e+01
802,8.684415455387e+01
803,2.908365503460e+01
804,9.977573142329e+01
805,3.171276745565e+01
806,4.588441864591e+01
807,8.512590261744e+01
808,3.045963513280e+01
809,4.505402843875e+01
810,6.655871671233e+01
811,1.304675547724e+01
812,4.223503686917e+01
813,3.094099373616e+01
814,6.767743058648e+01
815,1.359693900604e+01
816,2.327314791009e+01
817,7.113762037525e+01
818,1.562243697241e+01
819,4.220192622399e+01
820,7.128807220926e+01
821,7.654683844300e+01
822,9.488117867167e+00
823,8.519956094195e+01
824,7.239723011300e+01
825,3.392945886933e+01
826,7.638028523302e+01
827,7.282988653407e+01
828,6.008912265084e+01
829,5.584811734058e+01
830,7.347034888996e+01
831,9.992599017055e+01
832,5.785522493159e+01
833,8.087178717622e+01
834,7.442737173156e+01
835,8.558084020338e+01
836,9.545248613841e+01
837,1.930832074608e+01
838,1.654596363951e+01
839,5.863518284149e+01
840,4.492950628865e+01
841,5.707226929192e+01
842,7.980427344855e+01
843,9.317144800492e+01
844,4.174158251986e+01
845,7.179326455436e+01
846,1.967991878414e+01
847,5.345519493545e+01
848,2.180477778052e+00
849,5.037505671331e+01
850,5.453364591255e+01
851,7.354453357783e+01
852,6.494847902070e+01
853,3.583967343058e+01
854,5.730900713121e-01
855,1.154858736229e+01
856,9.730606535175e+01
857,9.223331583153e+01
858,3.250931630811e+01
859,2.588529399239e+01
860,4.364162936900e+01
861,6.899400296121e+01
862,3.568276726580e+01
863,6.729384773116e+00
864,4.027950924444e+01
865,2.605889944814e+01
866,3.249300112112e+01
867,1.629572457873e+01
868,6.588400694456e+01
869,5.266309332452e+01
870,2.708631172954e+01
871,5.538624813062e+01
872,4.927078471672e+01
873,7.959748565660e+01
874,9.559842693402e+01
875,1.306705089787e+01
876,8.839134789080e+01
877,7.047969382849e+01
878,6.925535452979e+01
879,3.743008971425e+01
880,3.439081954649e+01
881,5.639484822517e-01
882,9.822048746373e+01
883,6.065058323730e+01
884,4.023286239239e+01
885,5.437688218922e+01
886,4.052703409626e+00
887,1.736509552917e+01
888,6.233599249634e+01
889,5.142617296836e+01
890,7.870748229276e+01
891,6.587426904453e+01
892,6.014356759794e+01
893,8.152657043053e+01
894,6.826310555190e+00
895,6.908867964313e+01
896,7.155907132890e+01
897,2.751635496800e+01
898,1.956496364874e+01
899,2.138524754560e+01
900,1.981408634320e+01
901,5.237821909036e+01
902,1.356263113658e+01
903,6.592858614194e+01
904,1.050782589488e+01
905,2.688964031026e+00
906,3.192902424459e+01
907,1.918597237330e+01
908,9.886620554101e+01
909,3.029963006172e+01
910,2.220640860255e+01
911,1.967698234992e+01
912,3.738529048035e+01
913,6.058488953316e+01
914,7.819452750463e+01
915,3.645762477431e+01
916,6.259709800428e+01
917,4.820598982794e+01
918,8.464953462534e+01
919,5.690417771584e+01
920,2.898916718791e+01
921,7.035872571783e+01
922,8.200644880230e+01
923,4.654406567640e+01
924,9.871972388823e+01
925,8.790968791913e+01
926,1.969546696655e+01
927,7.867558721562e+01
928,6.009512443498e+01
929,5.348112978078e+01
930,5.139385865796e+01
931,8.534111427824e+01
932,6.108727889034e+01
933,5.377059850537e+01
934,4.885990675805e+00
935,4.483028697586e+01
936,9.080415620455e+01
937,7.117367293446e+01
938,5.095397805615e+00
939,8.839922821510e+01
940,8.266672213771e+01
941,5.466842115695e+01
942,2.240546518228e+00
943,5.624296180338e+01
944,5.458904992643e+00
945,3.203789596375e+01
946,6.289096189027e+01
947,9.129130838822e+01
948,3.577956372595e+01
949,8.600237828835e+01
950,9.183610104005e+01
951,2.104388045731e+00
952,2.394278377525e+01
953,7.098622992275e+01
954,7.568430430795e+01
955,3.924168502171e+01
956,6.567546127729e+01
957,6.121586173620e+01
958,7.397749616011e+01
959,7.186584277451e+01
960,8.587079799036e+00
961,1.582501809401e+01
962,1.327271472593e+01
963,9.324800698428e+01
964,9.135426483530e+01
965,7.974122695970e+01
966,1.167185606760e+01
967,5.742714699196e+01
968,1.872306260899e+01
969,3.683839375588e+01
970,2.670912766374e+01
971,8.289309814875e+01
972,1.444513995193e+01
973,6.461791686101e+01
974,9.838946637762e+01
975,6.870545832536e+01
976,7.923348900696e+00
977,9.078495019625e+01
978,6.430796776896e+01
979,4.563109796052e+01
980,6.596924785411e+01
981,8.790443304726e+01
982,4.771272279152e+01
983,5.313214828122e+01
984,4.524473992180e+01
985,7.259142632367e+00
986,7.870701269274e+01
987,1.264117436418e+01
988,3.945700102883e+01
989,3.868228456077e+01
990,2.800407920867e+01
991,4.025071258944e+01
992,6.180091103824e+01
993,3.113873122077e+01
994,1.725119376983e+01
995,8.693675105073e+01
996,9.708326498571e+01
997,4.585838238763e+01
998,3.270197123446e+01
999,4.748207777823e+00
1000,3.685154061005e+00
1001,3.928819956454e+01
1002,9.302420183010e+01
1003,7.307085434016e+01
1004,3.492694188708e+01
1005,9.680464251821e+01
1006,4.287579032557e+01
1007,2.767927439746e+01
1008,4.263532447244e+01
1009,2.115432269838e+01
1010,8.856387702008e+01
1011,3.611733104177e+01
1012,6.579689644943e+01
1013,3.890471988272e+01
1014,9.017314179640e+01
1015,6.423807517156e+01
1016,4.882518902813e+01
1017,1.321429691813e+01
1018,9.019166628522e+01
1019,5.468168682718e+01
1020,2.850529729614e+01
1021,8.779268918167e+01
1022,5.444042739441e+00
1023,3.140769173296e+01
1024,5.368284012021e+01
1025,3.398143360433e+01
1026,4.767342553789e+01
1027,2.643162523310e+01
1028,1.300830909329e+01
1029,3.685413861685e+00
1030,1.576465649121e+01
1031,9.529465140248e+01
1032,5.754031333367e+01
1033,4.889601252780e+01
1034,3.843238393057e+01
1035,7.084201459834e+01
1036,1.412594759061e+01
1037,2.761298676527e+01
1038,6.559021196638e+01
1039,4.790643645852e+01
1040,7.700925389591e+01
1041,8.971098439567e+01
1042,8.233725913707e+01
1043,1.842077142607e+01
1044,9.147023552698e+00
1045,1.694406005450e+01
1046,7.835306916002e+01
1047,9.138310894927e+01
1048,9.254488677039e+01
1049,2.982157893704e+01
1050,8.403413780136e+01
1051,5.362355350221e+01
1052,8.227918483482e+01
1053,5.483648423800e+01
1054,1.458932197791e+01
1055,7.921955107310e+00
1056,9.572191492093e+01
1057,4.258025564316e+01
1058,3.505206448973e+01
1059,3.563030847683e+01
1060,3.789344114755e+01
1061,9.449968278943e+01
1062,6.270458740318e+00
1063,1.190612873823e+01
1064,7.896515154818e+01
1065,5.494094913401e+01
1066,1.285367579610e+01
1067,3.446013677834e+00
1068,2.242343482792e+01
1069,2.608107377103e+01
1070,1.421302957464e+00
1071,2.160905383372e+01
1072,7.383189369524e+01
1073,8.554336896370e+01
1074,8.982358297697e+01
1075,3.899140326435e+01
1076,3.194137259036e+01
1077,9.998608482079e+01
1078,7.693404509216e+01
1079,5.373520809076e+01
1080,2.547714326894e+01
1081,3.213054528851e+01
1082,5.153643488294e+01
1083,5.420829197908e+01
1084,1.367864427368e+00
1085,9.594000852715e+01
1086,5.756062473516e+01
1087,5.891582444091e+01
1088,2.114711337538e+01
1089,7.649871788012e+01
1090,7.372645200918e+01
1091,9.515797340476e+00
1092,5.949943722599e+01
1093,6.581937453299e+01
1094,8.355681745739e+01
1095,2.060911789177e+01
1096,8.776347968064e+01
1097,4.614810717076e+01
1098,9.652361930564e+00
1099,1.056212215109e+01
1100,1.978044536732e+01
1101,2.827507059853e+01
1102,4.964058044598e+01
1103,7.487511977446e+01
1104,1.867259020194e+01
1105,9.926517944995e+01
1106,1.615219317703e+01
1107,5.993779677221e+01
1108,9.289404358713e+01
1109,8.325074228768e+01
1110,6.478892016632e+01
1111,7.154929967909e+01
1112,1.342056267054e+01
1113,9.663053760248e-01
1114,4.341487843604e+01
1115,8.951892633830e+00
1116,3.577525619128e+01
1117,2.237427935697e+01
1118,9.163467223807e+01
1119,8.800559990081e+01
1120,8.189428485310e+01
1121,7.139442984140e+01
1122,1.540719291040e+01
1123,4.836742619915e+00
1124,6.538878578547e+01
1125,6.422581371751e+01
1126,3.694242847545e+01
1127,4.726866664356e+01
1128,4.891493882380e+01
1129,2.399281327465e+01
1130,3.141666119076e+01
1131,4.183895546635e+01
1132,6.031790299116e+01
1133,9.558192060174e+01
1134,5.384846095190e+01
1135,7.311639095432e+01
1136,8.070011023956e+01
1137,1.135081213086e+01
1138,6.531246675539e+01
1139,4.821107202544e+01
1140,5.724309422479e+01
1141,3.841693576904e+00
1142,9.062157365474e+01
1143,9.527841495755e+01
1144,3.481923684612e-01
1145,2.127915920415e+01
1146,1.801941737089e+01
1147,7.813045172799e+01
1148,5.980800591118e+01
1149,1.773336632967e+01
1150,8.139709553189e+01
1151,3.534748718057e+01
1152,4.608568762931e+01
