index,value
137,1.017485745756e+00
138,8.853207909054e-01
139,6.259869855844e-01
140,7.470232419636e+00
141,1.731490977552e+00
142,2.067000166903e+00
143,3.941303889769e-01
144,3.681941526078e-01
145,1.037491208236e+00
146,1.188874593205e+00
147,1.562478786474e-01
148,8.350138037344e-01
149,1.014171560704e+00
150,8.064211407740e-01
151,4.433523678542e-01
152,5.830191872600e-01
153,8.378977576067e-01
154,1.095049999216e+00
155,1.830870583741e+00
156,2.947201879937e+00
157,7.450173863240e-01
158,6.337148455706e-01
159,1.549071429289e+00
160,1.841987066586e+00
161,6.477824053341e-01
162,2.204263582589e+00
163,2.663351630618e+00
164,3.638918294555e+00
165,5.919907991033e+00
166,4.204557072454e-01
167,1.013995238433e+00
168,1.011341529576e+00
169,9.065822053781e-01
170,5.224307083110e-01
171,2.263750813926e-01
172,1.097109995930e+00
173,4.637750457328e-01
174,1.089799223606e+00
175,4.520133601653e-01
176,3.329848299170e-01
177,1.264021569904e+00
178,1.162905397601e+00
179,1.784756464234e+00
180,8.898331314601e+00
181,1.319548366169e+00
182,1.624307818296e+00
183,3.404246980786e-01
184,2.761233920475e-01
185,4.868712102462e+00
186,3.971346925334e-01
187,3.520633769390e-01
188,9.616555763016e-01
189,9.137553496023e-01
190,4.055518663545e-01
191,7.371431157685e-01
192,3.419094389612e+00
193,4.466439166695e-01
194,2.481622570721e-01
195,2.566629657418e+00
196,1.636069815757e+00
197,5.376655208338e-01
198,2.055292301215e-01
199,4.749131392346e-01
200,9.467649354313e-01
201,3.208078275769e+00
202,3.546648659857e-01
203,9.189533850129e-01
204,1.964317113325e+00
205,9.243335874387e-02
206,2.811691242453e+00
207,3.065266517626e-01
208,1.393746567519e+00
209,1.279773551783e+00
210,2.958216022272e+00
211,1.734855944584e+00
212,9.280168409957e-02
213,4.562204026216e-01
214,1.148211057910e+00
215,8.228512086202e-01
216,1.612217772812e+00
217,2.202001139247e+00
218,1.837584130623e+00
219,8.071264411077e-01
220,1.578141804583e-01
221,6.341427140476e-01
222,1.516444042171e+00
223,3.360661536449e-01
224,1.880005552174e+00
225,2.480334170496e+00
226,1.135265990449e+00
227,4.671080053011e-02
228,2.785693152719e-01
229,6.594191320475e+00
230,5.789507919436e-01
231,1.374983690873e-01
232,3.439229240582e+00
233,1.013445175829e+00
234,3.019044796958e+00
235,1.319111857900e+00
236,1.581793193702e+00
237,1.437649154149e+00
238,2.008701135443e+00
239,9.751590974368e+00
240,2.640600453909e+00
241,2.059052190346e-01
242,1.563085129299e+00
243,3.131401813732e+00
244,3.329096036188e+00
245,6.527213372957e-01
246,3.205744783707e+00
247,2.528793722595e+00
248,1.309875826745e+01
249,4.723657325960e-01
250,6.020585517255e-01
251,7.362989589811e-01
252,6.124903143228e-01
253,4.106472318310e-01
254,6.312265720410e-02
255,6.474592163507e-01
256,1.446805553703e+00
257,6.106557827969e-01
258,6.926683890026e+00
259,1.013465669086e+00
260,3.636526817729e+00
261,1.298773571616e+00
262,2.285094339423e+00
263,1.322126670199e+00
264,3.930570701102e+00
265,1.057533542522e+00
266,1.642337789310e+00
267,1.442435398002e+00
268,7.495475972437e-01
269,1.499275991011e+00
270,9.340747173442e+00
271,7.630765370130e-01
272,1.521147360973e+00
273,3.517600042158e+00
274,3.127560416332e+00
275,1.011785323789e+00
276,9.223748188827e-02
277,1.676490832461e+00
278,1.086662241400e-01
279,4.348962152234e+00
280,1.184681392318e+00
281,2.717395867011e+00
282,4.057122403925e-01
283,2.117164343884e-01
284,1.297908839287e+00
285,9.669548842873e-01
286,6.116831702703e-01
287,1.088348359699e+00
288,1.591776676558e+01
289,2.303720782570e+00
290,2.856218667689e+00
291,2.325504236766e+00
292,4.390583543379e+00
293,8.268998655074e-01
294,1.281234140035e-01
295,8.281291711118e-01
296,2.251813091124e+00
297,3.791587124818e-01
298,8.383111468226e-01
299,5.006891933302e-01
300,4.490792779880e+00
301,2.115850830243e+00
302,1.918494225207e+00
303,1.861907152318e+00
304,9.634359665455e-01
305,1.218421638889e+00
306,3.056897499142e-01
307,1.123156600339e-01
308,1.161928506565e+00
309,1.382633835046e+00
310,3.351019300710e+00
311,4.813073282147e+00
312,4.806640911704e+00
313,3.686072395419e-01
314,7.030937528628e-01
315,1.616614739521e+00
316,1.257743930564e+01
317,4.393381499062e+00
318,3.063007149503e+00
319,6.785562120895e-01
320,4.134578802910e-01
321,2.200991373943e+00
322,3.326510407171e-01
323,7.878588331037e-01
324,8.915640946255e-01
325,4.918049894980e+00
326,7.013857184605e-01
327,8.722627814666e-02
328,1.656065565152e+00
329,4.970712748017e-01
330,1.043552778333e+00
331,9.169478295793e-01
332,7.605571700479e-01
333,2.204146990750e+00
334,2.159162067334e-01
335,5.962983052574e-01
336,1.981864192482e+00
337,5.411359296858e-01
338,2.001262804830e-01
339,1.951416156810e+00
340,3.074353485212e+00
341,9.560020633253e-01
342,1.407393616012e-01
343,2.025810255493e+00
344,1.901602994092e-01
345,1.361789000488e+00
346,4.116985695361e-01
347,3.135365666225e-01
348,6.428074745470e-01
349,8.325203970829e-01
350,5.250781079619e-01
351,1.801650660357e+00
352,6.401393586389e-01
353,2.664964859686e+00
354,1.324682973655e+00
355,4.977998419248e-01
356,4.206559989968e-01
357,1.925313465968e-01
358,1.337407686366e+00
359,7.014627037716e-01
360,9.327571185992e-02
361,5.852507607329e-01
362,4.061494720988e-01
363,4.834016000032e+00
364,1.821766220083e-01
365,2.366079327877e-01
366,3.034266282137e+00
367,3.883602326083e+00
368,4.747423995811e-01
369,5.314820666375e-01
370,1.851943071005e+00
371,9.757833409422e-02
372,1.554869172247e-01
373,7.552296522264e-01
374,4.710954616382e+00
375,6.467922792672e-01
376,1.106206718146e+00
377,3.107409039092e+00
378,8.222585795633e+00
379,5.616656847144e-01
380,9.833042217708e-01
381,6.184556028793e+00
382,2.182314078717e-01
383,2.794298442293e+00
384,3.612028625495e-01
385,1.107906686816e+00
386,7.845703409595e-01
387,3.836549873509e-01
388,3.741487147212e-01
389,1.318394046225e+00
390,2.706183468728e+00
391,8.783271002509e-01
392,1.072629551788e+00
393,1.770344333367e+00
394,3.784698851233e-01
395,2.095291131033e+00
396,2.269008829291e+00
397,1.351265020288e+01
398,6.865307992876e-01
399,6.324957348849e-01
400,2.157533932560e+00
401,2.268466763974e+00
402,5.856182493127e-01
403,6.682033892055e-01
404,1.717948485951e+00
405,4.371039498188e-01
406,6.632959634574e-01
407,1.093728790948e+00
408,2.707264416946e+00
409,5.462936560740e-01
410,1.584391831168e-01
411,1.471066466955e-01
412,2.838205613595e-01
413,2.689666947995e-01
414,8.567485945949e-01
415,3.045621359813e-01
416,4.952191139948e-01
417,4.611251097862e-01
418,6.437094232419e-01
419,3.752807893989e+00
420,1.938564187321e+00
421,1.016260196490e+00
422,6.306361036972e-01
423,6.484096174628e-01
424,1.387837069283e+00
425,1.793500099292e+00
426,4.034843788691e-01
427,1.037154344427e+00
428,1.311229864079e-01
429,1.235794130614e+00
430,2.142876835616e+00
431,7.557318761546e-01
432,6.150460740336e+00
433,4.142695428039e-01
434,1.242891369996e+00
435,9.648093647254e-01
436,9.045681174780e-01
437,8.919705452168e-01
438,1.113051152113e+00
439,2.334875903518e+00
440,3.965913566640e+00
441,9.977522853980e-01
442,2.259889847770e+00
443,4.957086389806e-01
444,2.151048618399e+00
445,4.667359849837e-01
446,2.976237551173e+00
447,9.121560322021e+00
448,8.850741183160e-01
449,1.116324511034e-01
450,5.780627031444e-01
451,3.427650819608e+00
452,1.738594080707e+00
453,1.282631207246e+00
454,2.741947285049e+00
455,1.623287541080e+00
456,3.379491273780e+00
457,2.507844643934e+00
458,4.580006662123e+00
459,1.431604844538e+00
460,2.472573229066e+00
461,7.355571254546e-01
462,5.480105110012e-01
463,5.511118738628e+00
464,1.241356429270e+00
465,2.236429376855e+00
466,1.131721601441e+00
467,5.562621233682e-01
468,1.011043425955e+00
469,4.203821606007e+00
470,1.742359230204e+00
471,1.805995445759e-01
472,8.063442999154e-01
473,5.943473891844e+00
474,8.075124049388e-01
475,1.652197799459e-01
476,6.639581174853e+00
477,1.978605907922e+00
478,9.323818305054e-01
479,6.897557455053e-01
480,2.951613381374e+00
481,5.815935748308e-01
482,3.152691159711e+00
483,1.719778125538e+00
484,1.277214999051e+00
485,1.156634858823e+00
486,8.394838530027e-01
487,2.845219223181e+00
488,4.209072273796e-01
489,1.975180854706e-01
490,1.848621309016e+00
491,1.879937117355e+00
492,1.616464169589e+00
493,1.503398736929e+00
494,7.257567478661e-01
495,2.197856801457e+00
496,9.554640629327e-01
497,6.143972575294e-01
498,7.320610899733e-01
499,7.543148733619e+00
500,1.764044194688e-01
501,1.648371950756e+00
502,1.865398429445e-01
503,8.974181699470e-01
504,6.481536573794e-01
505,1.243036027368e-01
506,1.475560017232e+00
507,6.838353804433e-01
508,1.225536552856e-01
509,2.315366732537e+00
510,4.199670954228e+00
511,4.437647271953e+00
512,1.431834430438e+00
513,1.047135288143e+00
514,3.774079911331e+00
515,5.378360485941e+00
516,3.106723714433e+00
517,3.900276666565e-01
518,1.223046470614e+00
519,1.551956113988e+00
520,1.637168334305e-01
521,1.598971579257e+00
522,9.708403260396e+00
523,1.896359822831e+00
524,4.364104796045e+00
525,1.200712019156e+00
526,9.293978980225e-01
527,1.464144905900e+00
528,4.422735716500e-01
529,3.814501187116e-01
530,3.547717919392e+00
531,3.944579440322e+00
532,3.711658372457e-01
533,2.632670695591e+00
534,9.167137858126e-01
535,1.404678673495e+00
536,1.584420363900e+00
537,2.702968107032e+00
538,1.086235666228e+00
539,4.096618983350e+00
540,1.362624800094e+00
541,1.866722599178e+00
542,4.346289538524e-01
543,8.659517548649e+00
544,1.599714095882e+00
545,2.040097141990e+00
546,2.002505770857e-01
547,4.392432043437e-01
548,3.448308041244e+00
549,1.332279144750e+00
550,1.475217384368e-01
551,2.824382986780e+00
552,5.805479939457e-01
553,4.101353273168e+00
554,9.159113681934e-01
555,1.227165067500e+00
556,3.250973788170e+00
557,4.075902204804e-01
558,3.705203878466e-01
559,8.216026290993e-01
560,2.286844225341e+00
561,2.642453496686e-01
562,1.886174102609e-01
563,2.278963939167e+00
564,5.471795351611e-01
565,6.755514133574e-01
566,1.561699562009e-01
567,5.071343530451e-01
568,9.924612632722e-01
569,2.535467042188e+00
570,4.624438354657e-01
571,5.245529133814e+00
572,5.043140831371e-01
573,5.050530520879e-01
574,4.652280604269e+00
575,1.235480733661e+00
576,5.757828251743e-01
577,8.563011695091e-01
578,3.869299866176e+00
579,4.332751625988e+00
580,4.418463069217e-01
581,9.584539034095e-01
582,1.094345893962e+00
583,3.729764080566e-01
584,9.458369778354e-01
585,1.005337052042e+00
586,3.127423425907e+00
587,3.344860632579e+00
588,7.194923404565e-01
589,8.073862151373e-01
590,1.943114896213e+00
591,5.570008857019e-01
592,1.801536932086e+00
593,9.158465159362e-01
594,3.793110956540e-01
595,3.841060038182e-01
596,4.250593822134e+00
597,8.551986659985e-01
598,5.156995249526e+00
599,5.983159855159e-01
600,1.338039122923e+00
601,1.094274547515e+01
602,3.473623718478e-01
603,1.498958589159e-01
604,3.620420326128e+00
605,4.374428958858e-01
606,9.795065406246e-01
607,5.565945561662e-01
608,1.307559968553e+00
609,3.865337057263e-01
610,8.353202557168e-01
611,1.568022586620e+00
612,3.648354363894e-01
613,4.965435776573e-01
614,7.065347912191e-01
615,2.395925673674e-01
616,6.553662870378e-01
617,1.126140770267e+00
618,6.706224677306e-01
619,7.623294307270e-01
620,9.802950600924e-01
621,5.190560204494e-01
622,1.995835113214e+00
623,4.203754795344e+00
624,6.285244232029e-01
625,1.624497003370e+00
626,7.869290749235e-01
627,1.441216206597e+00
628,4.786404633762e+00
629,1.663060439187e+00
630,1.697523720579e-01
631,1.574591118775e+00
632,3.431041101680e+00
633,8.012388633027e-01
634,2.706441861927e+00
635,5.015181197371e-01
636,2.263802526981e-01
637,1.151619276882e+00
638,1.726520950168e-01
639,7.868080093293e-01
640,3.621333262707e+00
641,1.481154997666e-01
642,2.781772451663e-01
643,3.562821716247e-01
644,9.386431915277e-01
645,6.936992389731e-01
646,4.051699333750e+00
647,2.596977656576e+00
648,1.640946067716e+00
649,1.156768468285e+00
650,1.481758824291e+00
651,4.223240556232e-01
652,2.356577497546e+00
653,3.288859468729e-01
654,2.305683112935e+00
655,3.274425723535e+00
656,1.234745161826e+00
657,8.384393272929e-01
658,1.492287098159e+00
659,5.718187107385e-02
660,1.352910528117e+00
661,8.928345426675e-01
662,9.506321324821e-01
663,2.026950633884e+00
664,9.279578926131e-01
665,3.197528719665e-01
666,8.681396667903e-01
667,1.069889619793e+00
668,1.121799297180e+00
669,1.175765432340e+00
670,2.827432468543e+00
671,3.375523893427e-01
672,1.192080924673e+00
673,3.632531174815e+00
674,1.764687456186e-01
675,1.196794437935e+00
676,5.568950360458e-01
677,6.902438179408e-01
678,4.046197656112e-01
679,8.440439471149e-01
680,6.304449250844e+00
681,2.824001164013e-01
682,3.104880072094e-01
683,2.720050708134e-01
684,5.626110138807e+00
685,6.298083542226e-01
686,9.746868292518e-01
687,6.684571781533e-01
688,3.889039510175e-01
689,7.904517617771e-01
690,1.168427131978e+01
691,4.023173105395e+00
692,4.261611074128e-01
693,1.910899556282e+00
694,4.353857876941e-01
695,1.692518157819e-01
696,2.771838775015e+00
697,3.190229464464e+00
698,2.846392067431e+00
699,6.250864935007e-01
700,8.463894064190e-01
701,2.116503751879e+00
702,1.479192065973e+00
703,6.745985732613e-01
704,1.980824699478e-01
705,1.120612257182e+00
706,2.941764699591e+00
707,3.019214819259e-01
708,1.894129529241e+00
709,1.393114231152e+00
710,2.117313913147e+00
711,2.391630855891e+00
712,4.993414034480e-01
713,1.985013455745e-01
714,5.865370006402e-01
715,2.433005483321e+00
716,5.815816503656e-01
717,4.995521290594e-01
718,1.618071084238e-01
719,5.769858486894e+00
720,2.283509791172e+00
721,2.159541609336e+00
722,2.631950975025e+00
723,1.780169103118e+00
724,7.832300226570e-01
725,8.489422602413e-01
726,6.520954287891e-01
727,1.393969818948e+01
728,1.743530414168e+00
729,6.288890421930e-01
730,1.592805256883e+00
731,3.639026406527e-01
732,4.501932362931e+00
733,5.162990661636e-01
734,1.650511818136e+00
735,2.903676317235e+00
736,1.469274210052e+00
737,1.099076181362e+00
738,1.010860638017e+00
739,9.451221534925e-01
740,5.617499320222e-01
741,6.379576164314e-01
742,4.391146583122e+00
743,8.971460293470e-01
744,4.557566521940e-01
745,5.967257825275e-01
746,3.005279816721e+00
747,1.965224784968e+00
748,1.751248878435e+00
749,7.729652401194e-01
750,1.774222804061e+00
751,5.254180093289e-01
752,7.713492449863e-01
753,2.637428758367e+00
754,2.397143161425e+00
755,3.745949965092e-01
756,4.250593584332e-01
757,1.114830251833e+00
758,5.618880106088e+00
759,1.472585837444e-01
760,1.320925912512e+00
761,2.525759378368e-01
762,5.302901372083e-01
763,6.945935545642e-01
764,6.567128992568e-01
765,5.863748960207e-01
766,1.007233093740e+00
767,5.855196317423e-01
768,2.316662814589e-01
769,2.181187847376e+00
770,2.123089134811e+00
771,2.323731526189e+00
772,2.142236971224e-01
773,1.348399255962e+00
774,1.965956422288e+00
775,3.565780715977e-01
776,1.009215451371e+00
777,8.902378139086e-01
778,6.310094537224e+00
779,6.851694795083e+00
780,1.893124615439e-01
781,1.210873394344e+01
782,4.004262312185e-01
783,2.666250809271e+00
784,2.639258432354e+00
785,3.694683395489e-01
786,1.637659017669e+00
787,8.980462180290e-01
788,1.740774283270e+00
789,1.259446454214e+00
790,3.307985802785e+00
791,1.078314898155e+00
792,8.454602972813e-01
793,2.992365563782e+00
794,1.786745779238e+00
795,2.078846960973e+00
796,5.144861351576e-01
797,3.515994134517e-01
798,5.668150929020e-01
799,5.375027591557e-01
800,2.195037802892e+00
801,2.653777376913e+00
802,8.563036028193e-01
803,4.182541260338e+00
804,3.929331830591e+00
805,1.275577371371e+00
806,4.395992460469e-01
807,4.832561456913e+00
808,9.408069156669e-01
809,1.134469563127e+00
810,7.120515093412e-01
811,4.107418654921e-01
812,2.302385277414e-01
813,1.883003905124e+00
814,4.568495959807e-01
815,2.131756176462e+01
816,3.375392150723e-01
817,2.843974705780e-01
818,1.665522212858e+00
819,4.615007434829e+00
820,1.066721212921e+00
821,1.772236698311e+00
822,1.582550325090e-01
823,5.078792554936e-01
824,3.417705309884e-01
825,1.503114431166e-01
826,1.124097210592e+00
827,1.061579052023e-01
828,2.665493255296e-01
829,5.843858606669e-01
830,4.354889587946e-01
831,1.486476422440e+00
832,1.357412334227e+00
833,2.444397682458e+00
834,2.122052398176e+00
835,3.129310802342e+00
836,9.980834389441e-01
837,1.354546755809e+00
838,1.667813858222e+00
839,1.152181033878e+00
840,6.722033971555e-01
841,7.171698803205e-01
842,4.415083270370e-01
843,1.524424298965e+00
844,9.102689496374e-01
845,5.152135775306e-01
846,5.156923979164e-01
847,2.980784035910e-01
848,2.661370834169e+00
849,1.081790641472e+00
850,4.219788774760e-01
851,2.244645830715e+00
852,5.709527571471e-01
853,2.449991281507e-01
854,2.776586482435e+00
855,5.844424345554e-01
856,6.643812715151e-01
857,1.042039677008e+00
858,3.134874755193e+00
859,1.020239384928e+00
860,3.014602458270e-01
861,1.722672741317e+00
862,6.157035235400e-01
863,6.605640937728e+00
864,9.988809046569e-01
865,1.069883319247e-01
866,1.429557523345e+00
867,6.990819527780e+00
868,4.835189340567e+00
869,6.239838425873e+00
870,3.606814264810e-01
871,2.489675538037e+00
872,4.857823767963e-01
873,1.251433131047e+00
874,2.800037092051e-01
875,5.249481596012e-01
876,5.085220521552e-01
877,2.456052239326e+00
878,2.227141938792e+00
879,1.318928585464e+00
880,2.591310351358e-01
881,7.322455035042e-01
882,4.742045629679e-01
883,2.386137039118e+00
884,3.248472392671e+00
885,2.875957280708e+00
886,4.699074965889e-01
887,6.460050038734e-02
888,1.708512646861e-01
889,4.143856923100e+00
890,6.694793626666e-01
891,4.720243912923e-01
892,5.168902034021e+00
893,3.543659483130e+00
894,1.024750042545e+00
895,7.457214864384e-01
896,8.762523026305e-01
897,1.255034168849e+00
898,4.953266615841e+00
899,1.525721517252e+00
900,2.066856870042e+00
901,3.219641793360e+00
902,3.104675161287e-01
903,2.127317704481e+00
904,7.448527324835e-01
905,8.077439996504e-02
906,1.190550197376e-01
907,3.612743591995e-01
908,1.701011762760e+00
909,1.120527509824e+00
910,1.202456691754e+00
911,7.035322154943e+00
912,2.810874031258e-01
913,9.729395227414e-01
914,1.355859435235e+00
915,4.788953810774e-01
916,1.028731762558e+00
917,2.019067475257e-01
918,4.095571292224e+00
919,5.057996925829e-01
920,7.624754801366e+00
921,9.680473051747e-01
922,2.795619045868e+00
923,9.480928210776e-01
924,9.697239532542e-01
925,5.576468884999e-01
926,1.126509517249e+00
927,1.374374466862e+00
928,4.564580358985e-01
929,8.824577065963e-01
930,5.432971527718e-01
931,9.970832386587e+00
932,9.141772761711e-01
933,4.689060073926e+00
934,8.223227420058e-01
935,1.296006536528e+00
936,2.667711586902e-01
937,6.394974842729e-01
938,1.234337847948e+00
939,4.884191821457e+00
940,1.248549874749e+00
941,3.989717239882e+00
942,1.897864127072e+00
943,5.090628699137e+00
944,9.426669714579e-01
945,1.091592476507e+01
946,6.154533040594e-01
947,4.646541868783e-01
948,2.981815202128e-01
949,1.028847844492e+01
950,2.269245897638e+00
951,7.159673358522e-01
952,3.486933500685e+00
953,1.989119712057e+00
954,7.142961536497e+00
955,2.127084494703e-01
956,7.669297224734e-01
957,6.296939420284e-01
958,1.389442262452e-01
959,2.887315578180e+00
960,7.630768317835e-01
961,2.095162686444e+00
962,1.058853629541e+01
963,7.024060019168e-01
964,6.562896927879e-01
965,1.125991712678e+00
966,2.683836640289e+00
967,5.673873648787e-01
968,5.320799084151e-01
969,2.878269571216e+00
970,1.460296246703e+00
971,1.294153521386e-01
972,2.936426287565e-01
973,4.487231251730e+00
974,1.494704133254e+00
975,4.666405905331e-01
976,8.433192739822e-01
977,1.013324665369e+00
978,2.087011963105e+00
979,2.571068826209e-01
980,4.313009646716e-01
981,1.313842112415e+00
982,9.049871081738e-01
983,1.771557640788e+00
984,2.924365972457e-01
985,1.429219764692e+00
986,2.978987922105e+00
987,1.627131334971e+00
988,1.149252510031e+00
989,9.085697651034e-01
990,4.339390672537e-01
991,9.305322055904e-01
992,3.524384647289e+00
993,8.877824927407e-01
994,4.107362535433e-01
995,6.112513138391e-01
996,1.222441755264e+00
997,6.883113518104e-01
998,1.624667668320e+00
999,1.686817741617e+00
1000,2.432654822184e+00
1001,4.151872645172e+00
1002,2.707047951519e+00
1003,3.928847118786e-01
1004,4.051351975071e-01
1005,9.270280300824e-01
1006,6.368791510156e-01
1007,3.203546143342e-01
1008,6.429477651693e-01
1009,6.221880295469e-01
1010,5.107639464864e-01
1011,7.292129434314e-01
1012,3.249336593142e+00
1013,1.220472454112e+00
1014,1.184385391483e+01
1015,1.185907359755e+00
1016,7.482143529562e-01
1017,1.004141434792e+00
1018,1.292388398792e+00
1019,1.545355463224e+00
1020,7.978188062631e+00
1021,4.294197221765e-01
1022,2.360907450790e+00
1023,1.230906140335e+00
1024,2.078169276091e-01
1025,2.161275987198e+00
1026,3.552400459687e+00
1027,4.243586096350e-01
1028,9.911059205295e-01
1029,1.781099430090e-01
1030,2.839927811345e-01
1031,2.852025882203e+00
1032,6.272459779154e-01
1033,3.299536876126e-01
1034,1.257921007855e+00
1035,5.930880365264e-01
1036,6.244889412277e-01
1037,2.094523383694e+00
1038,3.129432674780e-01
1039,4.043941682519e-01
1040,1.166584200623e+00
1041,2.636387979498e+00
1042,3.449262021981e+00
1043,5.142417875380e-01
1044,2.553275301412e+00
1045,4.565110864547e-01
1046,6.210300887759e+00
1047,3.218173837851e-01
1048,3.775296077653e+00
1049,5.186706895093e-01
1050,7.487586042000e+00
1051,1.806372569011e+00
1052,3.620342242825e-01
1053,5.931912142842e-01
1054,2.184050554378e+00
1055,2.865217941530e+00
1056,9.317268452737e-01
1057,1.045670473343e+00
1058,2.134757447811e+00
1059,1.140878325833e+00
1060,2.743076864601e-01
1061,4.435370127691e-01
1062,1.265060494976e+00
1063,3.371920342020e+00
1064,5.032829869195e+00
1065,2.180445951462e+00
1066,1.332811686849e+00
1067,2.114490501797e+00
1068,5.133738995811e-01
1069,8.579315508350e-01
1070,4.386161064153e-01
1071,2.868652715049e-01
1072,1.395913460868e+00
1073,1.203836218617e+00
1074,1.989040744361e+00
1075,1.726526921601e+00
1076,1.274615126311e+00
1077,1.744759398579e+00
1078,9.582150039059e-01
1079,1.511180895556e+00
1080,4.837706236463e-01
1081,1.447308935626e+00
1082,1.951147547310e+00
1083,5.118716197436e-01
1084,1.053198894512e+00
1085,5.360099741319e-01
1086,5.906647410782e-01
1087,3.246754032089e-01
1088,3.545839431942e+00
1089,2.902827246674e+00
1090,1.711608983642e+00
1091,7.186440251218e+00
1092,8.275831473740e-01
1093,2.073374186766e+01
1094,7.964989918457e-01
1095,1.290711158017e+00
1096,6.718112110004e-01
1097,1.451105326338e+00
1098,2.306231778574e+00
1099,8.923325579645e-01
1100,5.910437448974e+00
1101,1.270168139016e+00
1102,1.310600443621e+00
1103,4.029278785305e-01
1104,1.519678918249e+00
1105,8.745662578779e-01
1106,5.443081559637e-01
1107,4.600250161015e-01
1108,1.446545480597e+01
1109,7.683751026364e-01
1110,2.329374256840e-01
1111,4.974692866169e-01
1112,9.497392179656e-01
1113,1.727485758474e+00
1114,1.741586573687e+00
1115,1.967206570177e+00
1116,5.247358391008e-01
1117,1.405566526893e+00
1118,4.164206032033e-01
1119,5.381365271840e-01
1120,3.994331050419e-01
1121,3.047118038167e-01
1122,2.898546744661e+00
1123,1.990949580349e+00
1124,2.655586063754e+00
1125,1.040096051421e+00
1126,2.174519452750e+00
1127,1.718231713333e-01
1128,2.370468270324e+00
1129,1.193774134517e+00
1130,1.872191369540e+00
1131,1.462318659671e+00
1132,3.726725397154e-01
1133,2.235679743462e-01
1134,4.906353151372e-01
1135,1.759302249460e+00
1136,1.993897797429e+00
1137,2.546303795328e-01
1138,3.748987207579e-01
1139,4.851798238488e-01
1140,6.995590575075e-01
1141,2.561349484904e-01
1142,2.412185846909e-01
1143,4.396240731750e-01
1144,1.090082995742e+00
1145,3.070961648922e-01
1146,8.906502099902e-01
1147,2.882196900829e+00
1148,2.720471893671e-01
1149,8.134703841869e-01
1150,2.786417536768e+00
1151,6.581855540567e-01
1152,5.634539383745e-01
